game_week_day,game_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number,original_date,reschedule_type,reschedule,day_difference,final_date,NewReschedule
Wed,2020-12-23,2020,10:00p,Utah Jazz,120,Portland Trail Blazers,100,,0,2020/2021,Dec,23,12,2020-12-23,,0.0,,2020-12-23,
Wed,2020-12-23,2020,10:30p,Dallas Mavericks,102,Phoenix Suns,106,,0,2020/2021,Dec,23,12,2020-12-23,,0.0,,2020-12-23,
Fri,2020-12-25,2020,12:00p,New Orleans Pelicans,98,Miami Heat,111,,0,2020/2021,Dec,25,12,2020-12-25,,0.0,,2020-12-25,
Fri,2020-12-25,2020,2:30p,Golden State Warriors,99,Milwaukee Bucks,138,,0,2020/2021,Dec,25,12,2020-12-25,,0.0,,2020-12-25,
Fri,2020-12-25,2020,5:00p,Brooklyn Nets,123,Boston Celtics,95,,0,2020/2021,Dec,25,12,2020-12-25,,0.0,,2020-12-25,
Fri,2020-12-25,2020,8:00p,Dallas Mavericks,115,Los Angeles Lakers,138,,0,2020/2021,Dec,25,12,2020-12-25,,0.0,,2020-12-25,
Fri,2020-12-25,2020,10:30p,Los Angeles Clippers,121,Denver Nuggets,108,,0,2020/2021,Dec,25,12,2020-12-25,,0.0,,2020-12-25,
Sat,2020-12-26,2020,5:00p,Atlanta Hawks,122,Memphis Grizzlies,112,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sat,2020-12-26,2020,7:00p,Oklahoma City Thunder,109,Charlotte Hornets,107,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sat,2020-12-26,2020,7:00p,Cleveland Cavaliers,128,Detroit Pistons,119,2OT,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sat,2020-12-26,2020,7:00p,Orlando Magic,130,Washington Wizards,120,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sat,2020-12-26,2020,7:30p,Philadelphia 76ers,109,New York Knicks,89,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sat,2020-12-26,2020,8:00p,Indiana Pacers,125,Chicago Bulls,106,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sat,2020-12-26,2020,8:30p,Toronto Raptors,114,San Antonio Spurs,119,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sat,2020-12-26,2020,9:00p,Minnesota Timberwolves,116,Utah Jazz,111,,1932,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sat,2020-12-26,2020,10:00p,Houston Rockets,126,Portland Trail Blazers,128,OT,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sat,2020-12-26,2020,10:00p,Phoenix Suns,103,Sacramento Kings,106,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,
Sun,2020-12-27,2020,3:30p,Dallas Mavericks,124,Los Angeles Clippers,73,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Sun,2020-12-27,2020,7:00p,San Antonio Spurs,95,New Orleans Pelicans,98,,750,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Sun,2020-12-27,2020,7:00p,Orlando Magic,120,Washington Wizards,113,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Sun,2020-12-27,2020,7:00p,Brooklyn Nets,104,Charlotte Hornets,106,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Sun,2020-12-27,2020,7:30p,Philadelphia 76ers,94,Cleveland Cavaliers,118,,300,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Sun,2020-12-27,2020,7:30p,Milwaukee Bucks,110,New York Knicks,130,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Sun,2020-12-27,2020,8:00p,Boston Celtics,107,Indiana Pacers,108,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Sun,2020-12-27,2020,8:00p,Golden State Warriors,129,Chicago Bulls,128,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Sun,2020-12-27,2020,9:00p,Phoenix Suns,116,Sacramento Kings,100,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Sun,2020-12-27,2020,10:00p,Minnesota Timberwolves,91,Los Angeles Lakers,127,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,
Mon,2020-12-28,2020,7:30p,Memphis Grizzlies,116,Brooklyn Nets,111,OT,0,2020/2021,Dec,28,12,2020-12-28,,0.0,,2020-12-28,
Mon,2020-12-28,2020,7:30p,Detroit Pistons,120,Atlanta Hawks,128,,0,2020/2021,Dec,28,12,2020-12-28,,0.0,,2020-12-28,
Mon,2020-12-28,2020,8:00p,Utah Jazz,110,Oklahoma City Thunder,109,,0,2020/2021,Dec,28,12,2020-12-28,,0.0,,2020-12-28,
Mon,2020-12-28,2020,9:00p,Houston Rockets,111,Denver Nuggets,124,,0,2020/2021,Dec,28,12,2020-12-28,,0.0,,2020-12-28,
Mon,2020-12-28,2020,10:00p,Portland Trail Blazers,115,Los Angeles Lakers,107,,0,2020/2021,Dec,28,12,2020-12-28,,0.0,,2020-12-28,
Tue,2020-12-29,2020,7:00p,New York Knicks,95,Cleveland Cavaliers,86,,300,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Tue,2020-12-29,2020,7:00p,Golden State Warriors,116,Detroit Pistons,106,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Tue,2020-12-29,2020,7:00p,Boston Celtics,116,Indiana Pacers,111,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Tue,2020-12-29,2020,7:00p,Chicago Bulls,115,Washington Wizards,107,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Tue,2020-12-29,2020,7:00p,Toronto Raptors,93,Philadelphia 76ers,100,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Tue,2020-12-29,2020,7:30p,Milwaukee Bucks,144,Miami Heat,97,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Tue,2020-12-29,2020,8:00p,Orlando Magic,118,Oklahoma City Thunder,107,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Tue,2020-12-29,2020,10:00p,New Orleans Pelicans,86,Phoenix Suns,111,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Tue,2020-12-29,2020,10:00p,Denver Nuggets,115,Sacramento Kings,125,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Tue,2020-12-29,2020,10:00p,Minnesota Timberwolves,101,Los Angeles Clippers,124,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,
Wed,2020-12-30,2020,7:30p,Milwaukee Bucks,108,Miami Heat,119,,0,2020/2021,Dec,30,12,2020-12-30,,0.0,,2020-12-30,
Wed,2020-12-30,2020,7:30p,Atlanta Hawks,141,Brooklyn Nets,145,,0,2020/2021,Dec,30,12,2020-12-30,,0.0,,2020-12-30,
Wed,2020-12-30,2020,7:30p,Memphis Grizzlies,107,Boston Celtics,126,,0,2020/2021,Dec,30,12,2020-12-30,,0.0,,2020-12-30,
Wed,2020-12-30,2020,8:30p,Charlotte Hornets,118,Dallas Mavericks,99,,0,2020/2021,Dec,30,12,2020-12-30,,0.0,,2020-12-30,
Wed,2020-12-30,2020,8:30p,Los Angeles Lakers,121,San Antonio Spurs,107,,0,2020/2021,Dec,30,12,2020-12-30,,0.0,,2020-12-30,
Wed,2020-12-30,2020,10:00p,Portland Trail Blazers,105,Los Angeles Clippers,128,,0,2020/2021,Dec,30,12,2020-12-30,,0.0,,2020-12-30,
Thu,2020-12-31,2020,3:00p,Cleveland Cavaliers,99,Indiana Pacers,119,,0,2020/2021,Dec,31,12,2020-12-31,,0.0,,2020-12-31,
Thu,2020-12-31,2020,5:00p,Chicago Bulls,133,Washington Wizards,130,,0,2020/2021,Dec,31,12,2020-12-31,,0.0,,2020-12-31,
Thu,2020-12-31,2020,6:30p,Philadelphia 76ers,116,Orlando Magic,92,,3247,2020/2021,Dec,31,12,2020-12-31,,0.0,,2020-12-31,
Thu,2020-12-31,2020,7:00p,Sacramento Kings,119,Houston Rockets,122,,3247,2020/2021,Dec,31,12,2020-12-31,,0.0,,2020-12-31,
Thu,2020-12-31,2020,7:30p,New York Knicks,83,Toronto Raptors,100,,3449,2020/2021,Dec,31,12,2020-12-31,,0.0,,2020-12-31,
Thu,2020-12-31,2020,8:00p,New Orleans Pelicans,113,Oklahoma City Thunder,80,,0,2020/2021,Dec,31,12,2020-12-31,,0.0,,2020-12-31,
Thu,2020-12-31,2020,9:00p,Phoenix Suns,106,Utah Jazz,95,,1932,2020/2021,Dec,31,12,2020-12-31,,0.0,,2020-12-31,
Fri,2021-01-01,2021,7:00p,Memphis Grizzlies,108,Charlotte Hornets,93,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Fri,2021-01-01,2021,7:00p,Miami Heat,83,Dallas Mavericks,93,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Fri,2021-01-01,2021,7:00p,Boston Celtics,93,Detroit Pistons,96,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Fri,2021-01-01,2021,7:30p,Atlanta Hawks,114,Brooklyn Nets,96,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Fri,2021-01-01,2021,8:00p,Chicago Bulls,96,Milwaukee Bucks,126,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Fri,2021-01-01,2021,8:00p,Washington Wizards,130,Minnesota Timberwolves,109,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Fri,2021-01-01,2021,8:00p,Los Angeles Lakers,109,San Antonio Spurs,103,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Fri,2021-01-01,2021,9:00p,Phoenix Suns,106,Denver Nuggets,103,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Fri,2021-01-01,2021,9:00p,Los Angeles Clippers,100,Utah Jazz,106,,1932,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Fri,2021-01-01,2021,10:30p,Portland Trail Blazers,123,Golden State Warriors,98,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,
Sat,2021-01-02,2021,5:00p,Sacramento Kings,94,Houston Rockets,102,,3065,2020/2021,Jan,2,1,2021-01-02,,0.0,,2021-01-02,
Sat,2021-01-02,2021,7:00p,New York Knicks,106,Indiana Pacers,102,,0,2020/2021,Jan,2,1,2021-01-02,,0.0,,2021-01-02,
Sat,2021-01-02,2021,7:00p,Oklahoma City Thunder,108,Orlando Magic,99,,3339,2020/2021,Jan,2,1,2021-01-02,,0.0,,2021-01-02,
Sat,2021-01-02,2021,7:00p,Charlotte Hornets,112,Philadelphia 76ers,127,,0,2020/2021,Jan,2,1,2021-01-02,,0.0,,2021-01-02,
Sat,2021-01-02,2021,7:30p,Cleveland Cavaliers,96,Atlanta Hawks,91,,0,2020/2021,Jan,2,1,2021-01-02,,0.0,,2021-01-02,
Sat,2021-01-02,2021,7:30p,Toronto Raptors,116,New Orleans Pelicans,120,,750,2020/2021,Jan,2,1,2021-01-02,,0.0,,2021-01-02,
Sun,2021-01-03,2021,3:00p,Boston Celtics,122,Detroit Pistons,120,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,
Sun,2021-01-03,2021,6:00p,Washington Wizards,123,Brooklyn Nets,122,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,
Sun,2021-01-03,2021,6:00p,Los Angeles Lakers,108,Memphis Grizzlies,94,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,
Sun,2021-01-03,2021,7:00p,Denver Nuggets,124,Minnesota Timberwolves,109,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,
Sun,2021-01-03,2021,7:00p,Utah Jazz,130,San Antonio Spurs,109,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,
Sun,2021-01-03,2021,8:00p,Dallas Mavericks,108,Chicago Bulls,118,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,
Sun,2021-01-03,2021,8:00p,Los Angeles Clippers,112,Phoenix Suns,107,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,
Sun,2021-01-03,2021,8:30p,Portland Trail Blazers,122,Golden State Warriors,137,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,
Mon,2021-01-04,2021,7:00p,Cleveland Cavaliers,83,Orlando Magic,103,,2726,2020/2021,Jan,4,1,2021-01-04,,0.0,,2021-01-04,
Mon,2021-01-04,2021,7:00p,Charlotte Hornets,101,Philadelphia 76ers,118,,0,2020/2021,Jan,4,1,2021-01-04,,0.0,,2021-01-04,
Mon,2021-01-04,2021,7:30p,New York Knicks,113,Atlanta Hawks,108,,0,2020/2021,Jan,4,1,2021-01-04,,0.0,,2021-01-04,
Mon,2021-01-04,2021,7:30p,Oklahoma City Thunder,90,Miami Heat,118,,0,2020/2021,Jan,4,1,2021-01-04,,0.0,,2021-01-04,
Mon,2021-01-04,2021,7:30p,Boston Celtics,126,Toronto Raptors,114,,3740,2020/2021,Jan,4,1,2021-01-04,,0.0,,2021-01-04,
Mon,2021-01-04,2021,8:00p,Dallas Mavericks,113,Houston Rockets,100,,3070,2020/2021,Jan,4,1,2021-01-04,,0.0,,2021-01-04,
Mon,2021-01-04,2021,8:00p,Detroit Pistons,115,Milwaukee Bucks,125,,0,2020/2021,Jan,4,1,2021-01-04,,0.0,,2021-01-04,
Mon,2021-01-04,2021,8:00p,Indiana Pacers,118,New Orleans Pelicans,116,OT,750,2020/2021,Jan,4,1,2021-01-04,,0.0,,2021-01-04,
Mon,2021-01-04,2021,10:00p,Sacramento Kings,106,Golden State Warriors,137,,0,2020/2021,Jan,4,1,2021-01-04,,0.0,,2021-01-04,
Tue,2021-01-05,2021,7:30p,Utah Jazz,96,Brooklyn Nets,130,,0,2020/2021,Jan,5,1,2021-01-05,,0.0,,2021-01-05,
Tue,2021-01-05,2021,8:00p,Los Angeles Lakers,94,Memphis Grizzlies,92,,0,2020/2021,Jan,5,1,2021-01-05,,0.0,,2021-01-05,
Tue,2021-01-05,2021,9:00p,Minnesota Timberwolves,116,Denver Nuggets,123,,0,2020/2021,Jan,5,1,2021-01-05,,0.0,,2021-01-05,
Tue,2021-01-05,2021,10:00p,San Antonio Spurs,116,Los Angeles Clippers,113,,0,2020/2021,Jan,5,1,2021-01-05,,0.0,,2021-01-05,
Tue,2021-01-05,2021,10:30p,Chicago Bulls,111,Portland Trail Blazers,108,,0,2020/2021,Jan,5,1,2021-01-05,,0.0,,2021-01-05,
Wed,2021-01-06,2021,7:00p,Houston Rockets,107,Indiana Pacers,114,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,7:00p,Cleveland Cavaliers,94,Orlando Magic,105,,2948,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,7:00p,Washington Wizards,136,Philadelphia 76ers,141,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,7:30p,Charlotte Hornets,102,Atlanta Hawks,94,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,7:30p,Boston Celtics,107,Miami Heat,105,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,7:30p,Utah Jazz,100,New York Knicks,112,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,8:00p,Detroit Pistons,115,Milwaukee Bucks,130,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,8:00p,Oklahoma City Thunder,111,New Orleans Pelicans,110,,750,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,9:00p,Toronto Raptors,115,Phoenix Suns,123,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,10:00p,Los Angeles Clippers,108,Golden State Warriors,101,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Wed,2021-01-06,2021,10:00p,Chicago Bulls,124,Sacramento Kings,128,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,
Thu,2021-01-07,2021,7:30p,Philadelphia 76ers,109,Brooklyn Nets,122,,0,2020/2021,Jan,7,1,2021-01-07,,0.0,,2021-01-07,
Thu,2021-01-07,2021,8:00p,Cleveland Cavaliers,94,Memphis Grizzlies,90,,0,2020/2021,Jan,7,1,2021-01-07,,0.0,,2021-01-07,
Thu,2021-01-07,2021,10:00p,Dallas Mavericks,124,Denver Nuggets,117,OT,0,2020/2021,Jan,7,1,2021-01-07,,0.0,,2021-01-07,
Thu,2021-01-07,2021,10:00p,San Antonio Spurs,118,Los Angeles Lakers,109,,0,2020/2021,Jan,7,1,2021-01-07,,0.0,,2021-01-07,
Thu,2021-01-07,2021,10:00p,Minnesota Timberwolves,117,Portland Trail Blazers,135,,0,2020/2021,Jan,7,1,2021-01-07,,0.0,,2021-01-07,
Fri,2021-01-08,2021,7:00p,Phoenix Suns,105,Detroit Pistons,110,OT,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Fri,2021-01-08,2021,7:30p,Washington Wizards,107,Boston Celtics,116,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Fri,2021-01-08,2021,7:30p,Charlotte Hornets,118,New Orleans Pelicans,110,,750,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Fri,2021-01-08,2021,7:30p,Oklahoma City Thunder,101,New York Knicks,89,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Fri,2021-01-08,2021,8:00p,Orlando Magic,90,Houston Rockets,132,,3039,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Fri,2021-01-08,2021,8:00p,Brooklyn Nets,110,Memphis Grizzlies,115,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Fri,2021-01-08,2021,8:00p,Utah Jazz,131,Milwaukee Bucks,118,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Fri,2021-01-08,2021,10:00p,Los Angeles Clippers,105,Golden State Warriors,115,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Fri,2021-01-08,2021,10:00p,Chicago Bulls,115,Los Angeles Lakers,117,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Fri,2021-01-08,2021,10:00p,Toronto Raptors,144,Sacramento Kings,123,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,
Sat,2021-01-09,2021,3:00p,Denver Nuggets,115,Philadelphia 76ers,103,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,,2021-01-09,
Sat,2021-01-09,2021,7:00p,Atlanta Hawks,105,Charlotte Hornets,113,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,,2021-01-09,
Sat,2021-01-09,2021,7:00p,Phoenix Suns,125,Indiana Pacers,117,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,,2021-01-09,
Sat,2021-01-09,2021,7:00p,Miami Heat,128,Washington Wizards,124,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,,2021-01-09,
Sat,2021-01-09,2021,8:00p,Cleveland Cavaliers,90,Milwaukee Bucks,100,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,,2021-01-09,
Sat,2021-01-09,2021,8:00p,San Antonio Spurs,125,Minnesota Timberwolves,122,OT,0,2020/2021,Jan,9,1,2021-01-09,,0.0,,2021-01-09,
Sat,2021-01-09,2021,8:30p,Orlando Magic,98,Dallas Mavericks,112,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,,2021-01-09,
Sat,2021-01-09,2021,10:00p,Portland Trail Blazers,125,Sacramento Kings,99,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,,2021-01-09,
Sun,2021-01-10,2021,3:00p,Utah Jazz,96,Detroit Pistons,86,,0,2020/2021,Jan,10,1,2021-01-10,,0.0,,2021-01-10,
Sun,2021-01-10,2021,4:00p,Chicago Bulls,127,Los Angeles Clippers,130,,0,2020/2021,Jan,10,1,2021-01-10,,0.0,,2021-01-10,
Sun,2021-01-10,2021,6:00p,Oklahoma City Thunder,129,Brooklyn Nets,116,,0,2020/2021,Jan,10,1,2021-01-10,,0.0,,2021-01-10,
Sun,2021-01-10,2021,6:00p,Denver Nuggets,114,New York Knicks,89,,0,2020/2021,Jan,10,1,2021-01-10,,0.0,,2021-01-10,
Sun,2021-01-10,2021,7:00p,Los Angeles Lakers,120,Houston Rockets,102,,3327,2020/2021,Jan,10,1,2021-01-10,,0.0,,2021-01-10,
Sun,2021-01-10,2021,8:00p,San Antonio Spurs,88,Minnesota Timberwolves,96,,0,2020/2021,Jan,10,1,2021-01-10,,0.0,,2021-01-10,
Sun,2021-01-10,2021,8:30p,Toronto Raptors,105,Golden State Warriors,106,,0,2020/2021,Jan,10,1,2021-01-10,,0.0,,2021-01-10,
Mon,2021-01-11,2021,7:00p,New York Knicks,88,Charlotte Hornets,109,,0,2020/2021,Jan,11,1,2021-01-11,,0.0,,2021-01-11,
Mon,2021-01-11,2021,7:00p,Memphis Grizzlies,101,Cleveland Cavaliers,91,,1944,2020/2021,Jan,11,1,2021-01-11,,0.0,,2021-01-11,
Mon,2021-01-11,2021,7:00p,Milwaukee Bucks,121,Orlando Magic,99,,3248,2020/2021,Jan,11,1,2021-01-11,,0.0,,2021-01-11,
Mon,2021-01-11,2021,7:00p,Phoenix Suns,107,Washington Wizards,128,,0,2020/2021,Jan,11,1,2021-01-11,,0.0,,2021-01-11,
Mon,2021-01-11,2021,7:30p,Philadelphia 76ers,94,Atlanta Hawks,112,,0,2020/2021,Jan,11,1,2021-01-11,,0.0,,2021-01-11,
Mon,2021-01-11,2021,10:00p,Toronto Raptors,111,Portland Trail Blazers,112,,0,2020/2021,Jan,11,1,2021-01-11,,0.0,,2021-01-11,
Mon,2021-01-11,2021,10:00p,Indiana Pacers,122,Sacramento Kings,127,,0,2020/2021,Jan,11,1,2021-01-11,,0.0,,2021-01-11,
Tue,2021-01-12,2021,7:00p,Miami Heat,134,Philadelphia 76ers,137,OT,0,2020/2021,Jan,12,1,2021-01-12,,0.0,,2021-01-12,
Tue,2021-01-12,2021,7:30p,Denver Nuggets,116,Brooklyn Nets,122,,0,2020/2021,Jan,12,1,2021-01-12,,0.0,,2021-01-12,
Tue,2021-01-12,2021,7:30p,Utah Jazz,117,Cleveland Cavaliers,87,,1944,2020/2021,Jan,12,1,2021-01-12,,0.0,,2021-01-12,
Tue,2021-01-12,2021,8:00p,Los Angeles Lakers,117,Houston Rockets,100,,3221,2020/2021,Jan,12,1,2021-01-12,,0.0,,2021-01-12,
Tue,2021-01-12,2021,8:00p,San Antonio Spurs,112,Oklahoma City Thunder,102,,0,2020/2021,Jan,12,1,2021-01-12,,0.0,,2021-01-12,
Tue,2021-01-12,2021,10:30p,Indiana Pacers,104,Golden State Warriors,95,,0,2020/2021,Jan,12,1,2021-01-12,,0.0,,2021-01-12,
Wed,2021-01-13,2021,7:00p,Dallas Mavericks,104,Charlotte Hornets,93,,0,2020/2021,Jan,13,1,2021-01-13,,0.0,,2021-01-13,
Wed,2021-01-13,2021,7:00p,Milwaukee Bucks,110,Detroit Pistons,101,,0,2020/2021,Jan,13,1,2021-01-13,,0.0,,2021-01-13,
Wed,2021-01-13,2021,7:30p,Brooklyn Nets,116,New York Knicks,109,,0,2020/2021,Jan,13,1,2021-01-13,,0.0,,2021-01-13,
Wed,2021-01-13,2021,8:00p,Memphis Grizzlies,118,Minnesota Timberwolves,107,,0,2020/2021,Jan,13,1,2021-01-13,,0.0,,2021-01-13,
Wed,2021-01-13,2021,8:00p,Los Angeles Lakers,128,Oklahoma City Thunder,99,,0,2020/2021,Jan,13,1,2021-01-13,,0.0,,2021-01-13,
Wed,2021-01-13,2021,10:00p,New Orleans Pelicans,106,Los Angeles Clippers,111,,0,2020/2021,Jan,13,1,2021-01-13,,0.0,,2021-01-13,
Wed,2021-01-13,2021,10:00p,Portland Trail Blazers,132,Sacramento Kings,126,,0,2020/2021,Jan,13,1,2021-01-13,,0.0,,2021-01-13,
Thu,2021-01-14,2021,7:00p,Miami Heat,108,Philadelphia 76ers,125,,0,2020/2021,Jan,14,1,2021-01-14,,0.0,,2021-01-14,
Thu,2021-01-14,2021,7:30p,Houston Rockets,109,San Antonio Spurs,105,,0,2020/2021,Jan,14,1,2021-01-14,,0.0,,2021-01-14,
Thu,2021-01-14,2021,7:30p,Charlotte Hornets,108,Toronto Raptors,111,,0,2020/2021,Jan,14,1,2021-01-14,,0.0,,2021-01-14,
Thu,2021-01-14,2021,10:00p,Golden State Warriors,104,Denver Nuggets,114,,0,2020/2021,Jan,14,1,2021-01-14,,0.0,,2021-01-14,
Thu,2021-01-14,2021,10:00p,Indiana Pacers,111,Portland Trail Blazers,87,,0,2020/2021,Jan,14,1,2021-01-14,,0.0,,2021-01-14,
