Team,Distance,Schedule Type,League
Charlotte Hornets,59682.58932929468,balanced - low - 15_games_in_march - monthly,NBA
Detroit Pistons,51138.28462893508,balanced - low - 15_games_in_march - monthly,NBA
Washington Wizards,54943.87378432003,balanced - low - 15_games_in_march - monthly,NBA
New York Knicks,59972.10187629982,balanced - low - 15_games_in_march - monthly,NBA
San Antonio Spurs,62888.06425040395,balanced - low - 15_games_in_march - monthly,NBA
Utah Jazz,66655.92247856098,balanced - low - 15_games_in_march - monthly,NBA
Sacramento Kings,74693.62789152944,balanced - low - 15_games_in_march - monthly,NBA
Los Angeles Clippers,65944.31324831114,balanced - low - 15_games_in_march - monthly,NBA
New Orleans Pelicans,64767.54807505551,balanced - low - 15_games_in_march - monthly,NBA
Atlanta Hawks,53721.19339407468,balanced - low - 15_games_in_march - monthly,NBA
Oklahoma City Thunder,52560.18364735891,balanced - low - 15_games_in_march - monthly,NBA
Dallas Mavericks,64206.87297389641,balanced - low - 15_games_in_march - monthly,NBA
Houston Rockets,70177.19526375456,balanced - low - 15_games_in_march - monthly,NBA
Golden State Warriors,71476.66447771303,balanced - low - 15_games_in_march - monthly,NBA
all,1861173.9248704512,balanced - low - 15_games_in_march - monthly,NBA
Brooklyn Nets,61559.75857629586,balanced - low - 15_games_in_march - post_all_star,NBA
Los Angeles Lakers,64527.6845592153,balanced - low - 15_games_in_march - post_all_star,NBA
Cleveland Cavaliers,52838.67295949018,balanced - low - 15_games_in_march - post_all_star,NBA
Indiana Pacers,61278.226759416284,balanced - low - 15_games_in_march - post_all_star,NBA
Orlando Magic,68170.1712843903,balanced - low - 15_games_in_march - post_all_star,NBA
Philadelphia 76ers,57106.06156964434,balanced - low - 15_games_in_march - post_all_star,NBA
Toronto Raptors,56510.61443195623,balanced - low - 15_games_in_march - post_all_star,NBA
Boston Celtics,63829.40408164328,balanced - low - 15_games_in_march - post_all_star,NBA
Chicago Bulls,56005.28341039955,balanced - low - 15_games_in_march - post_all_star,NBA
Memphis Grizzlies,66396.08027741157,balanced - low - 15_games_in_march - post_all_star,NBA
Minnesota Timberwolves,64618.734046446065,balanced - low - 15_games_in_march - post_all_star,NBA
Denver Nuggets,67715.02280195635,balanced - low - 15_games_in_march - post_all_star,NBA
Portland Trail Blazers,68792.62269375104,balanced - low - 15_games_in_march - post_all_star,NBA
Phoenix Suns,66466.70448698163,balanced - low - 15_games_in_march - post_all_star,NBA
Miami Heat,62979.47886386524,balanced - low - 15_games_in_march - post_all_star,NBA
Milwaukee Bucks,56480.58931979092,balanced - low - 15_games_in_march - post_all_star,NBA
Charlotte Hornets,59682.58932929468,balanced - low - 15_games_in_march - post_all_star,NBA
Detroit Pistons,51138.28462893508,balanced - low - 15_games_in_march - post_all_star,NBA
Washington Wizards,54943.87378432003,balanced - low - 15_games_in_march - post_all_star,NBA
New York Knicks,59972.10187629982,balanced - low - 15_games_in_march - post_all_star,NBA
San Antonio Spurs,61779.69109908096,balanced - low - 15_games_in_march - post_all_star,NBA
Utah Jazz,66655.92247856098,balanced - low - 15_games_in_march - post_all_star,NBA
Sacramento Kings,74693.62789152944,balanced - low - 15_games_in_march - post_all_star,NBA
Los Angeles Clippers,65944.31324831114,balanced - low - 15_games_in_march - post_all_star,NBA
New Orleans Pelicans,64767.54807505551,balanced - low - 15_games_in_march - post_all_star,NBA
Atlanta Hawks,50104.867647197825,balanced - low - 15_games_in_march - post_all_star,NBA
Oklahoma City Thunder,52472.23763119975,balanced - low - 15_games_in_march - post_all_star,NBA
Dallas Mavericks,64206.87297389641,balanced - low - 15_games_in_march - post_all_star,NBA
Houston Rockets,70177.19526375456,balanced - low - 15_games_in_march - post_all_star,NBA
Golden State Warriors,72499.04163608876,balanced - low - 15_games_in_march - post_all_star,NBA
all,1864313.277686179,balanced - low - 15_games_in_march - post_all_star,NBA
